MSGs,
3271,
Router 2.168.0.1
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.6,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.6,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.14
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.6,RIB in 192.168.0.22,RIB in 192.168.0.9,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.6,RIB out 192.168.0.22,RIB out 192.168.0.9,
73,14,7,14,7,14,14,7,14,7,14,14,3271,
Router 2.168.0.25
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.6,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.6,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.7
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.6,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.6,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.6
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.25,RIB in 192.168.0.1,RIB in 192.168.0.22,RIB in 192.168.0.14,RIB in 192.168.0.9,RIB in 192.168.0.7,RIB in 192.168.0.19,RIB in 192.168.0.26,RIB in 192.168.0.5,RIB in 192.168.0.8,RIB in 192.168.0.27,RIB in 192.168.0.24,RIB in 192.168.0.0,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.25,RIB out 192.168.0.1,RIB out 192.168.0.22,RIB out 192.168.0.14,RIB out 192.168.0.9,RIB out 192.168.0.7,RIB out 192.168.0.19,RIB out 192.168.0.26,RIB out 192.168.0.5,RIB out 192.168.0.8,RIB out 192.168.0.27,RIB out 192.168.0.24,RIB out 192.168.0.0,
74,14,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3271,
Router 2.168.0.23
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.41,RIB in 192.168.0.40,RIB in 192.168.0.4,RIB in 192.168.0.45,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.41,RIB out 192.168.0.40,RIB out 192.168.0.4,RIB out 192.168.0.45,
73,14,7,7,14,14,14,14,7,7,14,14,14,14,3271,
Router 2.168.0.55
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.48,RIB in 192.168.0.39,RIB in 192.168.0.51,RIB in 192.168.0.36,RIB in 192.168.0.52,RIB in 192.168.0.35,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.48,RIB out 192.168.0.39,RIB out 192.168.0.51,RIB out 192.168.0.36,RIB out 192.168.0.52,RIB out 192.168.0.35,
73,14,7,7,14,14,14,14,14,14,7,7,14,14,14,14,14,14,3271,
Router 2.168.0.33
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.15,RIB in 192.168.0.58,RIB in 192.168.0.25,RIB in 192.168.0.6,RIB in 192.168.0.1,RIB in 192.168.0.22,RIB in 192.168.0.7,RIB in 192.168.0.19,RIB in 192.168.0.26,RIB in 192.168.0.5,RIB in 192.168.0.14,RIB in 192.168.0.8,RIB in 192.168.0.9,RIB in 192.168.0.27,RIB in 192.168.0.24,RIB in 192.168.0.0,RIB in 192.168.0.57,RIB in 192.168.0.13,RIB in 192.168.0.56,RIB in 192.168.0.21,RIB in 192.168.0.2,RIB in 192.168.0.29,RIB in 192.168.0.37,RIB in 192.168.0.49,RIB in 192.168.0.10,RIB in 192.168.0.18,RIB in 192.168.0.50,RIB in 192.168.0.59,RIB in 192.168.0.46,RIB in 192.168.0.43,RIB in 192.168.0.39,RIB in 192.168.0.48,RIB in 192.168.0.51,RIB in 192.168.0.36,RIB in 192.168.0.55,RIB in 192.168.0.52,RIB in 192.168.0.35,RIB in 192.168.0.30,RIB in 192.168.0.54,RIB in 192.168.0.42,RIB in 192.168.0.3,RIB in 192.168.0.53,RIB in 192.168.0.47,RIB in 192.168.0.32,RIB in 192.168.0.16,RIB in 192.168.0.40,RIB in 192.168.0.41,RIB in 192.168.0.23,RIB in 192.168.0.4,RIB in 192.168.0.45,RIB in 192.168.0.34,RIB in 192.168.0.12,RIB in 192.168.0.28,RIB in 192.168.0.20,RIB in 192.168.0.11,RIB in 192.168.0.31,RIB in 192.168.0.17,RIB in 192.168.0.38,RIB out 192.168.0.44,RIB out 192.168.0.15,RIB out 192.168.0.58,RIB out 192.168.0.25,RIB out 192.168.0.6,RIB out 192.168.0.1,RIB out 192.168.0.22,RIB out 192.168.0.7,RIB out 192.168.0.19,RIB out 192.168.0.26,RIB out 192.168.0.5,RIB out 192.168.0.14,RIB out 192.168.0.8,RIB out 192.168.0.9,RIB out 192.168.0.27,RIB out 192.168.0.24,RIB out 192.168.0.0,RIB out 192.168.0.57,RIB out 192.168.0.13,RIB out 192.168.0.56,RIB out 192.168.0.21,RIB out 192.168.0.2,RIB out 192.168.0.29,RIB out 192.168.0.37,RIB out 192.168.0.49,RIB out 192.168.0.10,RIB out 192.168.0.18,RIB out 192.168.0.50,RIB out 192.168.0.59,RIB out 192.168.0.46,RIB out 192.168.0.43,RIB out 192.168.0.39,RIB out 192.168.0.48,RIB out 192.168.0.51,RIB out 192.168.0.36,RIB out 192.168.0.55,RIB out 192.168.0.52,RIB out 192.168.0.35,RIB out 192.168.0.30,RIB out 192.168.0.54,RIB out 192.168.0.42,RIB out 192.168.0.3,RIB out 192.168.0.53,RIB out 192.168.0.47,RIB out 192.168.0.32,RIB out 192.168.0.16,RIB out 192.168.0.40,RIB out 192.168.0.41,RIB out 192.168.0.23,RIB out 192.168.0.4,RIB out 192.168.0.45,RIB out 192.168.0.34,RIB out 192.168.0.12,RIB out 192.168.0.28,RIB out 192.168.0.20,RIB out 192.168.0.11,RIB out 192.168.0.31,RIB out 192.168.0.17,RIB out 192.168.0.38,
73,14,7,14,14,14,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,14,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3271,
Router 2.168.0.53
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.47,RIB in 192.168.0.32,RIB in 192.168.0.16,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.47,RIB out 192.168.0.32,RIB out 192.168.0.16,
73,14,7,7,14,14,14,7,7,14,14,14,3271,
Router 2.168.0.44
RT,RIB,RIB in 192.168.0.33,RIB in 192.168.0.15,RIB in 192.168.0.58,RIB in 192.168.0.25,RIB in 192.168.0.6,RIB in 192.168.0.1,RIB in 192.168.0.22,RIB in 192.168.0.7,RIB in 192.168.0.19,RIB in 192.168.0.26,RIB in 192.168.0.5,RIB in 192.168.0.14,RIB in 192.168.0.8,RIB in 192.168.0.9,RIB in 192.168.0.27,RIB in 192.168.0.24,RIB in 192.168.0.0,RIB in 192.168.0.57,RIB in 192.168.0.13,RIB in 192.168.0.56,RIB in 192.168.0.21,RIB in 192.168.0.2,RIB in 192.168.0.29,RIB in 192.168.0.37,RIB in 192.168.0.49,RIB in 192.168.0.10,RIB in 192.168.0.18,RIB in 192.168.0.50,RIB in 192.168.0.59,RIB in 192.168.0.46,RIB in 192.168.0.43,RIB in 192.168.0.39,RIB in 192.168.0.48,RIB in 192.168.0.51,RIB in 192.168.0.36,RIB in 192.168.0.55,RIB in 192.168.0.52,RIB in 192.168.0.35,RIB in 192.168.0.30,RIB in 192.168.0.54,RIB in 192.168.0.42,RIB in 192.168.0.3,RIB in 192.168.0.53,RIB in 192.168.0.47,RIB in 192.168.0.32,RIB in 192.168.0.16,RIB in 192.168.0.40,RIB in 192.168.0.41,RIB in 192.168.0.23,RIB in 192.168.0.4,RIB in 192.168.0.45,RIB in 192.168.0.34,RIB in 192.168.0.12,RIB in 192.168.0.28,RIB in 192.168.0.20,RIB in 192.168.0.11,RIB in 192.168.0.31,RIB in 192.168.0.17,RIB in 192.168.0.38,RIB out 192.168.0.33,RIB out 192.168.0.15,RIB out 192.168.0.58,RIB out 192.168.0.25,RIB out 192.168.0.6,RIB out 192.168.0.1,RIB out 192.168.0.22,RIB out 192.168.0.7,RIB out 192.168.0.19,RIB out 192.168.0.26,RIB out 192.168.0.5,RIB out 192.168.0.14,RIB out 192.168.0.8,RIB out 192.168.0.9,RIB out 192.168.0.27,RIB out 192.168.0.24,RIB out 192.168.0.0,RIB out 192.168.0.57,RIB out 192.168.0.13,RIB out 192.168.0.56,RIB out 192.168.0.21,RIB out 192.168.0.2,RIB out 192.168.0.29,RIB out 192.168.0.37,RIB out 192.168.0.49,RIB out 192.168.0.10,RIB out 192.168.0.18,RIB out 192.168.0.50,RIB out 192.168.0.59,RIB out 192.168.0.46,RIB out 192.168.0.43,RIB out 192.168.0.39,RIB out 192.168.0.48,RIB out 192.168.0.51,RIB out 192.168.0.36,RIB out 192.168.0.55,RIB out 192.168.0.52,RIB out 192.168.0.35,RIB out 192.168.0.30,RIB out 192.168.0.54,RIB out 192.168.0.42,RIB out 192.168.0.3,RIB out 192.168.0.53,RIB out 192.168.0.47,RIB out 192.168.0.32,RIB out 192.168.0.16,RIB out 192.168.0.40,RIB out 192.168.0.41,RIB out 192.168.0.23,RIB out 192.168.0.4,RIB out 192.168.0.45,RIB out 192.168.0.34,RIB out 192.168.0.12,RIB out 192.168.0.28,RIB out 192.168.0.20,RIB out 192.168.0.11,RIB out 192.168.0.31,RIB out 192.168.0.17,RIB out 192.168.0.38,
74,14,14,14,14,14,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3271,
Router 2.168.0.58
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.15,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.15,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.38
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB out 192.168.0.44,RIB out 192.168.0.33,
73,14,0,0,0,0,3271,
Router 2.168.0.50
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.49,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.49,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.49
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.21,RIB in 192.168.0.37,RIB in 192.168.0.10,RIB in 192.168.0.2,RIB in 192.168.0.29,RIB in 192.168.0.18,RIB in 192.168.0.50,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.21,RIB out 192.168.0.37,RIB out 192.168.0.10,RIB out 192.168.0.2,RIB out 192.168.0.29,RIB out 192.168.0.18,RIB out 192.168.0.50,
73,14,7,7,14,14,14,14,14,14,14,7,7,14,14,14,14,14,14,14,3271,
Router 2.168.0.37
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.49,RIB in 192.168.0.21,RIB in 192.168.0.10,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.49,RIB out 192.168.0.21,RIB out 192.168.0.10,
73,14,7,7,14,14,14,7,7,14,14,14,3271,
Router 2.168.0.9
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.6,RIB in 192.168.0.14,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.6,RIB out 192.168.0.14,
73,14,0,0,0,0,0,0,0,0,3271,
Router 2.168.0.22
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.6,RIB in 192.168.0.14,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.6,RIB out 192.168.0.14,
73,14,0,0,0,0,0,0,0,0,3271,
Router 2.168.0.24
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.6,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.6,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.5
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.6,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.6,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.8
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.6,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.6,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.19
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.6,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.6,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.27
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.6,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.6,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.0
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.6,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.6,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.26
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.6,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.6,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.52
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.55,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.55,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.36
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.55,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.55,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.39
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.55,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.55,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.48
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.55,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.55,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.51
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.55,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.55,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.35
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.55,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.55,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.41
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.23,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.23,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.45
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.23,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.23,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.40
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.23,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.23,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.4
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.23,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.23,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.12
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB out 192.168.0.44,RIB out 192.168.0.33,
73,14,0,0,0,0,3271,
Router 2.168.0.20
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB out 192.168.0.44,RIB out 192.168.0.33,
73,14,0,0,0,0,3271,
Router 2.168.0.11
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB out 192.168.0.44,RIB out 192.168.0.33,
73,14,0,0,0,0,3271,
Router 2.168.0.3
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB out 192.168.0.44,RIB out 192.168.0.33,
73,14,0,0,0,0,3271,
Router 2.168.0.13
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB out 192.168.0.44,RIB out 192.168.0.33,
73,14,0,0,0,0,3271,
Router 2.168.0.31
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB out 192.168.0.44,RIB out 192.168.0.33,
73,14,0,0,0,0,3271,
Router 2.168.0.16
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.53,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.53,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.32
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.53,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.53,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.47
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.53,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.53,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.56
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB out 192.168.0.44,RIB out 192.168.0.33,
73,14,0,0,0,0,3271,
Router 2.168.0.34
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB out 192.168.0.44,RIB out 192.168.0.33,
73,14,0,0,0,0,3271,
Router 2.168.0.54
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB out 192.168.0.44,RIB out 192.168.0.33,
73,14,0,0,0,0,3271,
Router 2.168.0.46
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB out 192.168.0.44,RIB out 192.168.0.33,
73,14,0,0,0,0,3271,
Router 2.168.0.57
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB out 192.168.0.44,RIB out 192.168.0.33,
73,14,0,0,0,0,3271,
Router 2.168.0.42
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB out 192.168.0.44,RIB out 192.168.0.33,
73,14,0,0,0,0,3271,
Router 2.168.0.59
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB out 192.168.0.44,RIB out 192.168.0.33,
73,14,0,0,0,0,3271,
Router 2.168.0.43
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB out 192.168.0.44,RIB out 192.168.0.33,
73,14,0,0,0,0,3271,
Router 2.168.0.28
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB out 192.168.0.44,RIB out 192.168.0.33,
73,14,0,0,0,0,3271,
Router 2.168.0.17
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB out 192.168.0.44,RIB out 192.168.0.33,
73,14,0,0,0,0,3271,
Router 2.168.0.30
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB out 192.168.0.44,RIB out 192.168.0.33,
73,14,0,0,0,0,3271,
Router 2.168.0.15
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.58,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.58,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.29
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.49,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.49,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.18
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.49,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.49,
73,14,0,0,0,0,0,0,3271,
Router 2.168.0.21
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.49,RIB in 192.168.0.37,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.49,RIB out 192.168.0.37,
73,14,0,0,0,0,0,0,0,0,3271,
Router 2.168.0.10
RT,RIB,RIB in 192.168.0.44,RIB in 192.168.0.33,RIB in 192.168.0.49,RIB in 192.168.0.37,RIB out 192.168.0.44,RIB out 192.168.0.33,RIB out 192.168.0.49,RIB out 192.168.0.37,
73,14,0,0,0,0,0,0,0,0,3271,
